"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","117","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","445","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","477","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","274","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","50","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","120","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","10 - Outubro","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","540","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","11 - Novembro","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","105","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","12 - Dezembro","11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal","102","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11210000 - Taxas pelo Exercício do Poder de Polícia","11210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","11220101 - Taxas pela Prestação de Serviços em Geral - Principal","151.9","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11220000 - Taxas pela Prestação de Serviços","11220000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","11 - Novembro","11220101 - Taxas pela Prestação de Serviços em Geral - Principal","3282.37","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11220000 - Taxas pela Prestação de Serviços","11220000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","12 - Dezembro","11220101 - Taxas pela Prestação de Serviços em Geral - Principal","6149.55","10500","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11200000 - Taxas","11220000 - Taxas pela Prestação de Serviços","11220000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","31256.92","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","37202","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","35596.5","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","34050.77","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","35005.45","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","39234.9","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","38055.15","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","39156.47","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","32556.21","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","10 - Outubro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","35425.42","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","11 - Novembro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","36346.87","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","12 - Dezembro","11315101 - Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal","33425.57","0","Lançamento de receita","10000000 - Receitas Correntes","11000000 - Impostos, Taxas e Contribuições de Melhoria","11300000 - Contribuição de Melhoria","11310000 - Contribuição de Melhoria","11315000 - Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário","751 | Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","67.03","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","720 | Transferências da União Referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","149.62","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","716 | Transferências Destinadas ao Setor cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","369.35","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","715 | Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","4507.62","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","306.97","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","669 | Outros Recursos Vinculados à Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","1.02","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","665 | Transferências de Convênios e outros Repasses vinculados à Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","39.04","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","661 | Transferência de Recursos dos Fundos Estaduais de Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","3202.04","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","48604.85","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","6069.29","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","571 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","183.46","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","570 | Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","0.25","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","0.81","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","45.03","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","190.24","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
